title,NER,ingredients
Oriental Vegetable Soup,"[""bok choy"", ""tomatoes"", ""bamboo shoots"", ""ginger"", ""soy sauce"", ""chili powder"", ""celery"", ""basil"", ""chicken broth"", ""bean sprouts"", ""frozen snow peas"", ""garlic"", ""fresh tomatoes"", ""green pepper""]","[""1 can bean sprouts"", ""rinsed"", ""2 c. chopped bok choy"", ""1 green pepper"", ""thinly sliced"", ""2 fresh tomatoes"", ""quartered"", ""4 cloves garlic"", ""finely chopped"", ""1 tsp. basil"", ""1 tsp. chili powder"", ""dash of Tabasco"", ""1 pkg. frozen snow peas"", ""1 small can bamboo shoots"", ""rinsed"", ""2 (16 oz.) cans crushed tomatoes"", ""1 Tbsp. minced ginger"", ""1/2 tsp. celery seed"", ""2 tsp. soy sauce"", ""78 oz. chicken broth""]"
Pacific Salmon With Roasted Garlic,"[""salmon fillets"", ""head garlic"", ""fresh rosemary"", ""lemon"", ""butter"", ""olive oil""]","[""4 (6 oz.) salmon fillets"", ""1 medium head garlic"", ""1/4 c. olive oil"", ""1 1/2 Tbsp. butter"", ""1 fresh lemon"", ""fresh rosemary"", ""chopped""]"
Savory Green Beans,"[""vinegar"", ""bacon"", ""pepper"", ""onion"", ""beans"", ""seasoning salt"", ""dill weed""]","[""2 pkg. frozen French green beans or 2 lb. fresh"", ""3 slices bacon"", ""sauteed"", ""or 1/4 bottle real bacon bits"", ""2 Tbsp. onion"", ""sauteed"", ""1/3 c. vinegar"", ""1 1/2 tsp. seasoning salt (Mrs. Dash)"", ""1/4 tsp. pepper (optional)"", ""2 Tbsp. dill weed""]"
Italian Zucchini Soup,"[""oregano"", ""sugar"", ""tomatoes"", ""pepper"", ""zucchini"", ""parmesan cheese"", ""onion"", ""celery"", ""basil"", ""italian sausage"", ""green pepper"", ""salt""]","[""1 lb. Italian sausage"", ""1 c. chopped onion"", ""2 c. chopped celery"", ""1 medium green pepper"", ""chopped"", ""2 Tbsp. sugar"", ""2 tsp. salt"", ""1/2 tsp. basil"", ""1/2 tsp. oregano"", ""1/2 tsp. pepper"", ""1 qt. canned tomatoes"", ""cut up"", ""4 c. diced zucchini"", ""grated Parmesan cheese""]"
Eggplant Chutney,"[""vinegar"", ""tart apples"", ""salt"", ""brown sugar"", ""onions"", ""eggplant"", ""ground ginger"", ""pickling spice""]","[""2 lb. eggplant"", ""3 medium onions"", ""1 lb. tart apples"", ""2 tsp. pickling spice"", ""1 1/2 c. vinegar"", ""2 tsp. ground ginger"", ""1 tsp. salt"", ""3 1/3 c. dark brown sugar""]"
Beef Stick,"[""black pepper"", ""garlic salt"", ""liquid smoke"", ""water"", ""ground chuck"", ""morton tender quick""]","[""2 lb. ground chuck"", ""1 c. water"", ""1/2 tsp. black pepper"", ""1/2 tsp. garlic salt"", ""2 Tbsp. Morton Tender Quick"", ""1 tsp. liquid smoke""]"
Hanky Pankys,"[""velveeta cheese"", ""ground beef"", ""party rye bread"", ""garlic"", ""sausage"", ""worcestershire sauce""]","[""1 lb. ground beef"", ""1 Tbsp. Worcestershire sauce"", ""garlic salt"", ""1 lb. sausage"", ""1 (8 oz.) Velveeta cheese"", ""1 pkg. party rye bread""]"
Hot Dog Stew,"[""potatoes"", ""frankfurters"", ""onions"", ""carrots"", ""salt""]","[""1 pkg. frankfurters"", ""5 carrots"", ""5 potatoes"", ""5 small onions"", ""salt and pepper""]"
Hobo Vegetables,"[""potatoes"", ""onions"", ""carrots"", ""aluminum foil"", ""butter"", ""salt""]","[""4 carrots"", ""scraped"", ""4 onions"", ""peeled"", ""4 large potatoes"", ""peeled"", ""4 Tbsp. butter"", ""salt & pepper to taste"", ""Heavy duty aluminum foil""]"
Meat Loaf(For 50 People)  ,"[""ground pork"", ""bacon"", ""pepper"", ""eggs"", ""onion"", ""ground veal"", ""carrots"", ""milk"", ""ground beef"", ""bread crumbs"", ""salt""]","[""1 1/2 lb. ground veal"", ""1 1/2 lb. ground pork"", ""4 lb. ground beef"", ""1 onion"", ""3 c. grated"", ""raw carrots"", ""2 Tbsp. salt"", ""1/2 tsp. pepper"", ""5 eggs"", ""1 qt. bread crumbs"", ""2 1/2 c. milk"", ""6 slices bacon or salt pork""]"
Chicken Fried Steak And Milk Gravy,"[""pepper"", ""eggs"", ""flour"", ""milk"", ""vegetable oil"", ""salt""]","[""4 cube steaks"", ""1/2 tsp. salt"", ""1 1/2 to 1 3/4 tsp. pepper"", ""1 c. flour"", ""2 eggs"", ""vegetable oil"", ""1 c. milk""]"
Shrimp De Jonghe,"[""cayenne"", ""cooking sherry"", ""parsley"", ""bread crumbs"", ""paprika"", ""shrimp"", ""garlic"", ""butter""]","[""1 c. melted butter"", ""1/3 c. parsley"", ""1/2 tsp. paprika"", ""2/3 c. cooking sherry"", ""5 to 6 c. cleaned"", ""cooked shrimp"", ""2 minced cloves garlic"", ""dash of cayenne"", ""2 c. bread crumbs""]"
Pear And Gorgonzola Salad,"[""gorgonzola cheese"", ""sour cream"", ""frozen raspberries"", ""sugar"", ""red onion"", ""pecans"", ""balsamic vinegar"", ""maple syrup"", ""red pears"", ""tarragon"", ""mustard""]","[""1 pkg. (10 oz.) frozen raspberries in syrup"", ""thawed"", ""1/4 c. maple syrup"", ""1/4 c. balsamic vinegar"", ""1 1/2 tsp. Dijon mustard"", ""1/2 tsp. dried tarragon"", ""1/3 c. sugar"", ""1 Tbsp. sour cream"", ""Boston (or other) lettuce leaves"", ""2 red pears"", ""firm"", ""but ripe"", ""pared"", ""2 oz. pecans"", ""toasted and coarsely chopped"", ""2 oz. Gorgonzola cheese"", ""crumbled"", ""1/2 small red onion"", ""sliced thinly""]"
Layered Mexican Casserole,"[""flour tortilla shells"", ""picante sauce"", ""taco"", ""shredded cheese"", ""ground chuck"", ""beans"", ""sliced cheese""]","[""1 1/2 pkg. flour tortilla shells"", ""1 large can refried beans"", ""1 large bottle picante sauce (chunky or regular)"", ""2 lb. ground chuck"", ""2 pkg. taco seasoning or use your own seasonings"", ""1 pkg. shredded cheese"", ""1 to 2 pkg. sliced cheese (Monterey Jack or American)""]"
Savory Mushrooms,"[""chicken bouillon"", ""freshly ground pepper"", ""mushrooms"", ""wild rice"", ""rosemary"", ""thyme"", ""fresh lemon"", ""almonds"", ""garlic"", ""butter"", ""shallot""]","[""1 Tbsp. butter"", ""40 mushrooms (medium size)"", ""washed"", ""caps whole"", ""stems removed"", ""1/2 tsp. thyme"", ""1/2 tsp. rosemary"", ""freshly ground pepper"", ""2 c. chicken bouillon"", ""1/2 c. wild rice"", ""1 shallot"", ""2 cloves garlic"", ""1/4 c. chopped almonds"", ""fresh lemon""]"
Lemon Broccoli,"[""fresh broccoli"", ""lemon rind curls"", ""pepper"", ""lemon rind""]","[""1 1/2 lb. fresh broccoli"", ""1 tsp. grated lemon rind"", ""1/8 tsp. pepper"", ""lemon rind curls""]"
Jewish Gradnies(Chicken Soup)  ,"[""chicken backs"", ""onion"", ""celery"", ""carrots"", ""parsley"", ""chicken"", ""bay leaf"", ""salt""]","[""1 to 2 pkg. chicken backs with necks"", ""1 c. cut celery"", ""1 to 2 carrots"", ""onion"", ""large bay leaf"", ""chopped parsley"", ""salt"", ""2 to 3 chicken bouillon cubes""]"
California Seafood Brunch Bake,"[""bread"", ""pepper"", ""green onions"", ""nutmeg"", ""eggs"", ""swiss cheese"", ""crabmeat"", ""fresh mushrooms"", ""milk"", ""hot pepper sauce"", ""dry mustard"", ""butter"", ""salt""]","[""8 oz. fresh mushrooms"", ""2 Tbsp. butter"", ""12 oz. crabmeat"", ""flaked"", ""2/3 c. sliced green onions"", ""2 c. shredded Swiss cheese"", ""5 to 6 c. (1-inch) French bread cubes"", ""4 eggs"", ""2 1/2 c. milk"", ""1 tsp. dry mustard"", ""1/2 tsp. hot pepper sauce"", ""1/2 tsp. nutmeg"", ""3/4 tsp. salt"", ""1/4 tsp. pepper""]"
Savory Snack Mix,"[""unsalted popped popcorn"", ""red pepper"", ""thin"", ""margarine"", ""cereal"", ""ground cinnamon"", ""peanuts"", ""salt""]","[""3 c. unsalted popped popcorn"", ""3 c. crispy corn puff cereal"", ""1 c. salted peanuts"", ""1 c. thin pretzel sticks"", ""1/3 c. margarine or butter"", ""1/2 tsp. seasoned salt"", ""1/2 tsp. ground cinnamon"", ""1/4 tsp. red pepper sauce""]"
Macaroni And Ham Salad,"[""oregano"", ""salt"", ""lemon juice"", ""pepper"", ""cheddar cheese"", ""rotini pasta"", ""onion"", ""ham"", ""mayonnaise"", ""olive oil"", ""frozen peas""]","[""3 c. (8 oz.) rotini pasta"", ""uncooked"", ""1/4 lb. ham"", ""diced"", ""1 1/2 c. frozen peas"", ""thawed (optional)"", ""1 c. shredded Cheddar cheese"", ""1/4 c. chopped onion"", ""3 Tbsp. mayonnaise"", ""2 Tbsp. olive oil"", ""1 Tbsp. lemon juice"", ""1 tsp. oregano"", ""1/2 tsp. salt"", ""1/4 tsp. pepper""]"
Onion Bake Fish,"[""fillet of sole"", ""sour cream"", ""mayo"", ""onions""]","[""1 to 2 lb. fillet of sole"", ""scrod or other mild fish"", ""1 pkg. Hidden Valley Ranch dressing mix"", ""1 c. sour cream or plain yogurt"", ""1 c. mayo"", ""1 can French fried onions""]"
"Chicken, Cheese And Rice Bake","[""chicken flavored rice"", ""cheddar cheese"", ""chicken""]","[""1 lb. chicken"", ""cooked and browned"", ""1 box chicken flavored rice (Rice-A-Roni)"", ""1/2 lb. grated Cheddar cheese""]"
Mandarin Pork Chops,"[""chicken bouillon"", ""lemon juice"", ""brown sugar"", ""orange segments"", ""water"", ""cornstarch"", ""orange juice"", ""pork chops"", ""vegetable oil"", ""green pepper""]","[""4 pork chops (about 1 lb.)"", ""1 Tbsp. vegetable oil"", ""1/2 c. orange juice"", ""1/4 c. water"", ""1 (11 oz.) can mandarin orange segments"", ""drained"", ""3 Tbsp. brown sugar"", ""2 Tbsp. ReaLemon lemon juice"", ""1 Tbsp. cornstarch"", ""2 tsp. chicken bouillon"", ""1 green pepper"", ""sliced""]"
Spicy Steamed Clams,"[""well"", ""oregano"", ""fennel"", ""tomatoes"", ""pepper"", ""onion"", ""white wine"", ""parsley"", ""crusty bread"", ""garlic"", ""olive oil""]","[""1 large garlic clove"", ""minced"", ""1/4 tsp. dried hot red pepper flakes or to taste"", ""3/4 tsp. dried oregano"", ""crumbled"", ""2 Tbsp. olive oil"", ""1/2 c. finely chopped onion"", ""1 1/4 c. thinly sliced fennel bulb or celery"", ""combined with 1/2 tsp. fennel seed"", ""1 (14 oz.) can plum tomatoes"", ""drained and chopped (reserve juice)"", ""1/2 c. dry white wine"", ""24 small"", ""hard shelled clams"", ""scrubbed well"", ""2 Tbsp. minced fresh parsley leaves plus parsley sprigs (for garnish)"", ""crusty bread (as an accompaniment)""]"
Mushroom-Bacon Stuffing,"[""bacon"", ""mushrooms"", ""onion"", ""water"", ""celery"", ""margarine"", ""chicken broth"", ""sage"", ""marjoram"", ""white bread"", ""salt""]","[""6 slices bacon"", ""1/4 c. margarine"", ""melted"", ""1 lb. mushrooms"", ""quartered (5 c.)"", ""3 medium sized ribs celery"", ""sliced (1 3/4 c.)"", ""1/2 tsp. dried marjoram leaves (optional)"", ""salt and pepper to taste"", ""20 slice white bread"", ""cubed (12 c.)"", ""3 cans chicken broth"", ""water as needed"", ""1 large onion"", ""diced (1 c.)"", ""1/2 tsp. dried sage leaves""]"
Ground Beef-Filled Squash,"[""pepper"", ""acorn squash"", ""mushrooms"", ""fresh onions"", ""parsley"", ""herb seasoned stuffing mix"", ""ground beef"", ""beef bouillon"", ""butter"", ""salt""]","[""3 fresh acorn squash"", ""1 lb. ground beef"", ""1/2 c. herb seasoned stuffing mix"", ""1 Tbsp. minced fresh parsley"", ""1 tsp. salt"", ""2 Tbsp. minced fresh onions"", ""1/2 tsp. pepper"", ""3/4 c. beef bouillon"", ""1/2 c. sliced fresh mushrooms"", ""3 Tbsp. butter""]"
Homestead Garden'S Holiday Mulled Cider,"[""apple cider"", ""nutmeg"", ""brown sugar"", ""cloves"", ""cinnamon"", ""allspice""]","[""1 gal. apple cider"", ""1/4 c. brown sugar"", ""4 whole nutmeg"", ""8 cinnamon sticks"", ""32 whole cloves"", ""32 whole allspice""]"
Nigerian African Stew,"[""sugar"", ""tomatoes"", ""bell pepper"", ""pepper"", ""black pepper"", ""tomato paste"", ""bay leaf"", ""onion"", ""pork"", ""chicken breast"", ""tomato puree"", ""tomato sauce"", ""beef"", ""spinach"", ""salt""]","[""1 lb. boneless"", ""cubed chicken breast"", ""1 lb. cubed pork"", ""1 lb. cubed stew beef"", ""1 bell pepper"", ""finely chopped"", ""1 jalapeno pepper"", ""finely chopped"", ""1 large onion"", ""finely chopped"", ""2 small cans stewed tomatoes"", ""1/4 tsp. salt"", ""1/4 tsp. black pepper"", ""1 Tbsp. sugar"", ""1 can spinach"", ""1 can tomato paste"", ""1 can tomato sauce"", ""1 can tomato puree"", ""1 bay leaf""]"
Brunch For A Bunch,"[""green peppers"", ""eggs"", ""cheddar cheese"", ""brown potatoes"", ""hot bulk sausage"", ""milk"", ""salt""]","[""1 lb. hot bulk sausage"", ""3 c. or 2 lb. bag hash brown potatoes"", ""thawed"", ""1/2 tsp. salt"", ""3 c. shredded Cheddar cheese"", ""1/2 c. chopped green peppers"", ""12 eggs"", ""beaten"", ""2 c. milk""]"
Prime Rib Roast,"[""rib roast"", ""fresh green pepper"", ""au"", ""water""]","[""4 to 8 lb. rib roast (room temperature)"", ""2 c. water"", ""1 can Au Saur (optional)"", ""fresh green pepper (optional)""]"
Tiramisu(Sugar-Free)  ,"[""sugar"", ""milk"", ""topping"", ""cream cheese"", ""water"", ""chocolate"", ""ladyfingers"", ""brandy"", ""instant coffee""]","[""1 1/2 c. cold 2% low-fat milk"", ""divided"", ""8 oz. cream cheese"", ""2 Tbsp. instant coffee"", ""1 Tbsp. hot water"", ""2 Tbsp. brandy (optional)"", ""1 (4 serving size) pkg. sugar-free instant vanilla flavor pudding and pie filling"", ""2 c. thawed Cool Whip lite whipped topping"", ""1 (3 oz.) pkg. ladyfingers"", ""split"", ""1 sq. (1 oz.) Baker's semi-sweet chocolate"", ""grated""]"
Easy Italian Pasta Casserole,"[""sesame seed"", ""macaroni"", ""onion"", ""ragu chunky"", ""cashew cheese""]","[""12 oz. macaroni"", ""1 qt. Ragu Chunky Garden spaghetti sauce"", ""1 medium chopped onion"", ""2 c. Cashew Cheese"", ""1/4 c. sesame seed""]"
Lemon Vinaigrette,"[""garlic"", ""olive oil"", ""lemon juice""]","[""1/4 c. fresh lemon juice"", ""2 large cloves garlic"", ""coarsely chopped"", ""1/2 c. olive oil"", ""1/2 c. fresh grated Parmesan""]"
Golden Shrimp Rice,"[""bell pepper"", ""red pepper"", ""onion"", ""water"", ""celery"", ""clove garlic"", ""margarine"", ""rice"", ""shrimp""]","[""1 stick margarine"", ""1/4 c. celery"", ""chopped"", ""1 clove garlic"", ""chopped"", ""1 lb. shrimp (raw)"", ""peeled"", ""1/4 or 1/2 tsp. red pepper (to taste)"", ""1/4 c. onion"", ""chopped"", ""1/4 c. bell pepper"", ""chopped"", ""1 c. rice"", ""uncooked"", ""2 c. water""]"
Chicken In Golden Sauce,"[""cream of chicken soup"", ""pepper"", ""fryer"", ""flour"", ""margarine"", ""salt""]","[""2 lb. fryer"", ""cut up"", ""dash of pepper"", ""1/4 c. melted margarine"", ""1/3 c. flour"", ""salt to taste"", ""1 can cream of chicken soup""]"
Parisian Onion Soup,"[""chicken bouillon"", ""bread"", ""pepper"", ""croutons"", ""parmesan cheese"", ""water"", ""swiss"", ""white onions"", ""salt""]","[""6 large white onions"", ""1/2 c. water"", ""6 tsp. chicken bouillon"", ""dissolved"", ""1/2 tsp. salt"", ""1/8 tsp. pepper"", ""6 slices French bread or toast"", ""seasoned croutons"", ""sliced Swiss or Mozzarella cheese"", ""1/4 c. Parmesan cheese""]"
Bacon And Egg Casserole,"[""bacon"", ""eggs"", ""cheddar cheese"", ""onion"", ""mushroom soup"", ""milk""]","[""4 slices bacon"", ""1 medium onion"", ""1 c. mushroom soup"", ""3/4 c. milk"", ""5 hard-boiled eggs"", ""6 oz. grated Cheddar cheese""]"
Parmesan Cauliflower,"[""parmesan cheese"", ""head cauliflower"", ""bread crumbs"", ""paprika"", ""butter""]","[""1 large head cauliflower"", ""1/4 cup butter or regular margarine"", ""3 Tbsp. dry bread crumbs"", ""toasted"", ""2 Tbsp. grated Parmesan cheese"", ""paprika""]"
Fried Plantains,"[""seasoning"", ""plantains"", ""vegetable oil"", ""salt""]","[""ripe plantains"", ""salt"", ""seasoning"", ""vegetable oil""]"
Sunday Brunch Casserole,"[""pepper"", ""eggs"", ""cheddar cheese"", ""pork sausage"", ""sourdough"", ""white wine"", ""milk"", ""sweet red pepper"", ""mustard"", ""butter"", ""cream of asparagus soup""]","[""6 slices sourdough or day old bread"", ""3 to 4 Tbsp. butter"", ""softened"", ""2 c. (8 oz.) shredded Cheddar cheese"", ""1 lb. bulk pork sausage"", ""cooked and drained"", ""1/4 c. sliced green onion tops"", ""3 eggs"", ""1 can cream of asparagus soup"", ""undiluted"", ""1/2 medium sweet red pepper"", ""cut in thin slices"", ""2 c. milk"", ""1/4 c. dry white wine or milk"", ""1/2 tsp. Dijon mustard"", ""1/4 tsp. pepper""]"
Spinach Stuffed Shells,"[""souffle"", ""swiss cheese"", ""flour"", ""milk"", ""shells"", ""salt""]","[""1 box shells"", ""3 boxes spinach souffle"", ""defrosted"", ""1/2 c. grated Swiss cheese"", ""1/3 c. dry vermouth"", ""2 Tbsp. flour"", ""mixed with a little milk"", ""2 c. milk"", ""salt and pepper""]"
Shrimp Luncheon Dish,"[""salt"", ""onion"", ""mushrooms"", ""water"", ""rice"", ""shrimp"", ""garlic"", ""butter"", ""green pepper"", ""pimento""]","[""3 Tbsp. melted butter"", ""1 minced onion"", ""1 minced green pepper"", ""garlic"", ""1/4 c. pimento"", ""1 c. raw rice"", ""1/2 c. mushrooms"", ""1 1/2 c. shrimp"", ""1 tsp. salt"", ""2 c. water""]"
Rosemary Potatoes,"[""rosemary sprigs"", ""garlic"", ""olive oil"", ""red potatoes""]","[""2 lb. small red potatoes"", ""fresh rosemary sprigs"", ""6 cloves garlic"", ""thinly sliced"", ""olive oil""]"
Green Bean Bake With Onion,"[""condensed cream"", ""lemon juice"", ""green beans"", ""onions"", ""pimento""]","[""2 (9 oz.) pkg. frozen or 2 (16 oz.) cans French-style green beans"", ""1 (10 3/4 oz.) can condensed cream of mushroom soup"", ""2 Tbsp. chopped pimento"", ""1 tsp. lemon juice"", ""1/2 of (3 oz.) can French fried onions""]"
Mexican Chicken Lasagna,"[""ground cumin"", ""chicken breasts"", ""black pepper"", ""lasagna noodles"", ""chili powder"", ""cheddar cheese"", ""green chili peppers"", ""sweet red"", ""egg whites"", ""tomato soup"", ""sweet purple"", ""cheese"", ""onions"", ""parsley"", ""cottage cheese"", ""enchilada sauce"", ""garlic""]","[""1 (10 oz.) pkg. lasagna noodles"", ""4 egg whites"", ""lightly beaten"", ""3 c. fat-free cottage cheese"", ""1/3 c. chopped parsley"", ""3 Tbsp. canned"", ""diced green chili peppers"", ""1 c. chopped onions"", ""1 sweet red or green pepper"", ""chopped"", ""2 cloves garlic"", ""minced"", ""2 (10 3/4 oz.) cans 99% fat-free tomato soup"", ""1 (10 oz.) can enchilada sauce"", ""1 Tbsp. chili powder"", ""1 tsp. ground cumin"", ""1/4 tsp. black pepper"", ""4 c. cooked chicken breasts (torn in bite-size pieces)"", ""1 1/2 c. shredded fat-free sharp Cheddar cheese"", ""1 c. shredded fat-free Monterey Jack cheese"", ""sweet purple or green pepper rings (optional)""]"
Tomato Creme Bisque,"[""bisque of tomato"", ""sour cream"", ""water""]","[""1 can bisque of tomato"", ""1/3 c. sour cream"", ""1 c. water""]"
Tanya'S Treat(Low Calorie)  ,"[""sugar"", ""graham cracker crumbs"", ""lite cream cheese"", ""cold water"", ""orange jello"", ""margarine"", ""milk"", ""peaches"", ""boiling water""]","[""1 1/3 c. graham cracker crumbs"", ""1/4 c. sugar"", ""1/3 c. melted margarine"", ""1 (8 oz.) pkg. lite cream cheese"", ""softened"", ""1/4 c. sugar"", ""1/4 c. milk"", ""3 1/2 c. lite Cool Whip"", ""16 oz. can sliced lite peaches"", ""1 pkg. orange jello (4 servings)"", ""3/4 c. boiling water"", ""1/2 c. cold water"", ""ice cubes""]"
Chicken Casserole #1,"[""cream of chicken soup"", ""sour cream"", ""chicken breasts"", ""noodles"", ""cream of mushroom soup"", ""herb stuffing mix"", ""margarine""]","[""4 chicken breasts"", ""boiled and deboned"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1/2 pt. sour cream"", ""dumplings"", ""cooked"", ""or tiny noodles"", ""Pepperidge Farm herb stuffing mix"", ""1 1/2 sticks margarine""]"
Ham Finger Sandwiches,"[""rolls"", ""poppy seed"", ""onion"", ""ham"", ""margarine"", ""mustard""]","[""1 pkg. rolls"", ""sliced (ready to eat rolls)"", ""1 stick margarine"", ""melted"", ""chopped onion"", ""2 tsp. poppy seed"", ""3 Tbsp. mustard"", ""3 slices ham and cheese""]"
Chicken Scallop,"[""noodles"", ""mushroom soup"", ""milk"", ""potato chips"", ""chicken""]","[""1 can chicken and rice soup"", ""1 can mushroom soup"", ""1 (13 1/2 oz.) can evaporated milk"", ""2 c. cooked"", ""cut up chicken"", ""1 medium can chow mein noodles"", ""potato chips""]"
Mmm Mmm Chicken,"[""oleo"", ""pepper"", ""chicken pieces"", ""cream of mushroom soup"", ""bread crumbs"", ""salt""]","[""large pkg. chicken pieces"", ""26 oz. can cream of mushroom soup"", ""1/2 stick oleo"", ""softened"", ""salt"", ""pepper"", ""bread crumbs""]"
Hot Cheese Hors D'Oeuvres,"[""bacon"", ""onion"", ""sharp cheese"", ""clove garlic"", ""mayonnaise"", ""party rye bread"", ""mustard""]","[""1 c. sharp cheese"", ""5 slices raw bacon"", ""1 medium onion"", ""1 small clove garlic"", ""2 Tbsp. mayonnaise"", ""1 Tbsp. prepared mustard"", ""24 slices party rye bread""]"
Gypsy Stew,"[""velveeta cheese"", ""cream of mushroom soup"", ""chili powder"", ""pimentos"", ""ground beef"", ""chopped ripe olives"", ""salt""]","[""2 lb. ground beef"", ""cook until done"", ""1 lb. Velveeta cheese"", ""2 cans cream of mushroom soup"", ""1 can chopped ripe olives or 1 large can"", ""1 can pimentos"", ""chopped"", ""salt and pepper"", ""1 heaping Tbsp. chili powder""]"
